lagoslakeid,lake_namegnis,lake_states,lake_depth_state,lake_lat_decdeg,lake_lon_decdeg,lake_maxdepth_m,lake_meandepth_m,lake_waterarea_ha,lake_depth_sourcename,lake_depth_sourceurl,lake_maxdepth_effort,lake_meandepth_effort
379,NULL,MN,MN,47.59386803,-91.0683428,6,NA,4.132881049,NULL,NULL,LAGOSNE,NULL
380,NULL,MN,MN,47.16632178,-91.87066084,5,NA,10.98197535,NULL,NULL,LAGOSNE,NULL
381,NULL,MN,MN,47.6542031,-96.17133327,4.266909599,NA,640.0892671,NULL,NULL,bathymetry,NULL
382,NULL,MN,MN,47.56638742,-92.95349384,9,NA,3.971230326,NULL,NULL,LAGOSNE,NULL
383,NULL,MN,MN,46.30260268,-92.88071531,12,NA,10.46205648,NULL,NULL,LAGOSNE,NULL
385,NULL,MN,MN,47.76128852,-91.91452013,4,NA,39.88043067,NULL,NULL,LAGOSNE,NULL
386,NULL,MN,MN,45.77428539,-94.7517646,24.38281059,NA,846.0147634,NULL,NULL,bathymetry,NULL
388,NULL,MN,MN,46.15369152,-93.96864689,8.835092545,NA,53.36221968,NULL,NULL,bathymetry,NULL
392,NULL,MN,MN,45.04112722,-93.12851328,2.803,NA,4.828064498,NULL,NULL,LAGOSNE,NULL
395,NULL,VT,VT,43.6335356,-72.54236658,3,NA,5.787692532,NULL,NULL,LAGOSNE,NULL
396,NULL,MN,MN,48.07493707,-91.9421315,5,NA,36.50493581,NULL,NULL,LAGOSNE,NULL
401,NULL,MN,MN,44.53209584,-95.13094808,3,NA,37.78652189,NULL,NULL,LAGOSNE,NULL
403,NULL,MN,MN,45.58929872,-95.79276128,2.895435095,NA,237.3484824,NULL,NULL,bathymetry,NULL
405,NULL,MN,MN,46.95528141,-94.66928202,9.8,NA,37.07144242,NULL,NULL,LAGOSNE,NULL
407,NULL,MN,MN,45.4069502,-92.82953017,12.1914053,NA,309.4075844,NULL,NULL,bathymetry,NULL
408,NULL,MN,MN,46.53632127,-92.52426838,8,NA,14.35139369,NULL,NULL,LAGOSNE,NULL
409,NULL,MI WI,MI,46.17777776,-89.28303238,11,NA,95.69826675,NULL,NULL,LAGOSNE,NULL
411,NULL,MN,MN,47.93863355,-91.55542507,13,NA,118.8146973,NULL,NULL,LAGOSNE,NULL
412,NULL,MN,MN,44.16435845,-95.94651075,3.354358673,NA,158.1217909,NULL,NULL,bathymetry,NULL
413,NULL,MN,MN,43.84557573,-95.04618921,8.587899208,NA,119.9508709,NULL,NULL,bathymetry,NULL
414,NULL,MN,MN,47.5824102,-91.66940485,3.047851324,NA,194.6998746,NULL,NULL,bathymetry,NULL
418,NULL,VT,VT,43.46837258,-72.98807591,9,4,8.258504312,NULL,NULL,LAGOSNE,LAGOSNE
419,NULL,MN,MN,48.01060454,-92.34512103,5.181182861,NA,296.5412292,NULL,NULL,bathymetry,NULL
420,NULL,MN,MN,47.42988965,-91.36055135,2,NA,12.43932662,NULL,NULL,LAGOSNE,NULL
421,NULL,WI,WI,46.13330845,-91.61230916,1,NA,17.80925961,NLA2007,NULL,NLA,NULL
422,NULL,MN,MN,45.30902913,-95.0753845,3,1,139.7871222,NULL,NULL,LAGOSNE,LAGOSNE
425,NULL,MN,MN,46.99607231,-93.58439136,14.70482159,NA,265.7766123,NULL,NULL,bathymetry,NULL
427,NULL,MN,MN,47.56410734,-93.04673789,8,NA,13.01281847,NULL,NULL,LAGOSNE,NULL
429,NULL,MN,MN,46.79499107,-96.03050472,7.924379349,NA,208.98978,NULL,NULL,bathymetry,NULL
430,NULL,MN,MN,47.6958171,-91.62567672,2.02,NA,124.6828298,NULL,NULL,LAGOSNE,NULL
431,NULL,MN,MN,44.94193467,-94.03183459,1.1,NA,72.19909314,NULL,NULL,LAGOSNE,NULL
432,NULL,MN,MN,48.17587952,-90.80651428,21,NA,24.60116513,NULL,NULL,LAGOSNE,NULL
433,NULL,MN,MN,48.06240018,-91.01983858,63.68460846,NA,484.5525764,NULL,NULL,bathymetry,NULL
434,NULL,MN,MN,47.88040114,-90.39450979,1,NA,4.352190069,NULL,NULL,LAGOSNE,NULL
435,NULL,MN,MN,47.65792505,-95.02330588,12.8,NA,118.4605739,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
436,NULL,MN,MN,45.54162348,-95.52268756,4,NA,15.73848245,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
437,NULL,MI,MI,42.95064633,-85.60277455,15.5448,NA,116.5184026,MI_DEQ_HIST_LWQS,NULL,LAGOSNE,NULL
438,NULL,MN,MN,47.73645938,-90.72903634,1.8,NA,77.95260853,MN_MPCA_CHEM,NULL,LAGOSNE,NULL
440,NULL,MN,MN,45.47120792,-93.94575407,2.436158895,NA,141.835948,NULL,NULL,bathymetry,NULL
441,NULL,MN,MN,46.06711787,-94.39205201,7.007947445,NA,69.91458248,NULL,NULL,bathymetry,NULL
442,NULL,MN,MN,44.98517869,-92.8844494,38.69935226,NA,109.3794774,NULL,NULL,bathymetry,NULL
443,NULL,WI,WI,45.76865787,-89.41249189,2.1336,NA,36.95961576,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
444,NULL,MI,MI,44.0081082,-86.11453946,3.048,NA,218.5750594,MI_DEQ_HIST_LWQS,NULL,LAGOSNE,NULL
445,NULL,MA,MA,42.45484749,-71.13532156,3.2,NA,1.95925029,MA_DEP_CHEM,NULL,LAGOSNE,NULL
446,NULL,WI,WI,46.23104993,-89.73237678,10.668,NA,24.8763545,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
447,NULL,OH,OH,39.57188701,-84.74814714,9.39,NA,238.8867009,OH_ODW_CHEM,NULL,LAGOSNE,NULL
448,NULL,MI,MI,45.29348293,-83.96597135,4.571776897,NA,41.46505214,NULL,NULL,bathymetry,NULL
449,NULL,MI,MI,46.37720324,-90.00784637,1.828710759,NA,187.4205803,NULL,NULL,bathymetry,NULL
450,NULL,NJ,NJ,40.80282041,-73.99858067,1.8,NA,6.367892592,NJ_DEP_CHEM,NULL,LAGOSNE,NULL
451,NULL,OH,OH,39.38586856,-83.89979601,10.94,NA,281.502092,OH_ODW_CHEM,NULL,LAGOSNE,NULL
452,NULL,MN,MN,46.92235862,-94.89164169,10.66747952,NA,161.8169329,NULL,NULL,bathymetry,NULL
453,NULL,WI,WI,46.20632274,-89.72325996,10.668,NA,21.77918626,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
454,NULL,MN,MN,46.34789031,-95.65937661,19.27946091,NA,527.6547679,NULL,NULL,bathymetry,NULL
456,NULL,WI,WI,45.10091592,-91.29191886,8.2296,NA,23.47927121,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
457,NULL,MN,MN,44.2593873,-94.52064869,2.285885096,NA,95.83915913,NULL,NULL,bathymetry,NULL
458,NULL,MN,MN,47.83352862,-90.48797681,3.7,NA,6.555275354,MN_MPCA_CHEM,NULL,LAGOSNE,NULL
459,NULL,OH,OH,38.9298979,-82.34774432,6.4,NA,71.64371174,OH_ODW_CHEM,NULL,LAGOSNE,NULL
460,NULL,MN,MN,46.94619798,-94.34687395,8.838622093,NA,114.4621385,NULL,NULL,bathymetry,NULL
461,NULL,MN,MN,46.74715281,-95.9836449,9.133852959,NA,205.6464014,NULL,NULL,bathymetry,NULL
462,NULL,MN,MN,46.66001333,-94.04414951,8.827754021,NA,65.5542904,NULL,NULL,bathymetry,NULL
463,NULL,WI,WI,44.91890539,-88.77273696,9.7536,NA,14.73224305,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
464,NULL,MN,MN,46.82009742,-93.20774598,44.8,NA,48.31753601,MN_MPCA_CHEM,NULL,LAGOSNE,NULL
465,NULL,MN,MN,46.77842886,-94.04745188,23.71259689,NA,169.4983231,NULL,NULL,bathymetry,NULL
466,NULL,ME,ME,44.34462594,-68.23898834,11.88720036,6.4008,13.36079798,NULL,NULL,bathymetry,LAGOSNE
467,NULL,MN,MN,46.95522163,-93.21138403,9.8,NA,51.57784466,MN_MPCA_CHEM,NULL,LAGOSNE,NULL
468,NULL,MN,MN,44.39314962,-93.32401858,14.31720543,NA,124.066019,NULL,NULL,bathymetry,NULL
469,NULL,MN,MN,45.88848823,-94.68963881,7.923105717,3.95,52.35465861,NULL,NULL,bathymetry,LAGOSNE
470,NULL,MA,MA,42.08431656,-71.91563538,3.7,NA,38.1755944,MA_DEP_CHEM,NULL,LAGOSNE,NULL
471,NULL,MN,MN,43.85492539,-95.59903513,2.7,NA,48.10416846,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
472,NULL,NJ,NJ,39.36422636,-74.57825866,1.3,NA,19.49276833,NJ_DEP_CHEM,NULL,LAGOSNE,NULL
473,NULL,MI,MI,46.15075062,-86.74402524,16.764,NA,195.5797794,MI_DEQ_HIST_LWQS,NULL,LAGOSNE,NULL
474,NULL,MN,MN,44.4047796,-96.35810686,3.34715724,2.38,393.060859,NULL,NULL,bathymetry,LAGOSNE
475,NULL,MN,MN,44.39808892,-93.62693849,5.332544327,NA,122.5589551,NULL,NULL,bathymetry,NULL
476,NULL,MN,MN,44.11341,-94.22291667,1.5,NA,56.19436013,MN_MPCA_CHEM,NULL,LAGOSNE,NULL
477,NULL,MN,MN,46.07187384,-92.50454595,14.21278,NA,29.37219613,NULL,NULL,bathymetry,NULL
478,NULL,MN,MN,45.39082003,-95.56143606,1.517991662,NA,264.8262163,NULL,NULL,bathymetry,NULL
480,NULL,MI,MI,42.42477416,-83.89438144,19.5072,NA,102.1492555,MI_DEQ_HIST_LWQS,NULL,LAGOSNE,NULL
481,NULL,MI,MI,42.12264495,-85.78963326,12.19140506,NA,147.1835202,NULL,NULL,bathymetry,NULL
482,NULL,MN,MN,46.39912921,-95.66165964,36.6,NA,5675.577242,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
483,NULL,IN,IN,39.17850067,-87.24419005,7.9,3.4,21.26569223,IN_CLP_DEPTHS,NULL,LAGOSNE,LAGOSNE
484,NULL,MI,MI,42.58041944,-83.43169861,15.23925632,NA,73.89243655,NULL,NULL,bathymetry,NULL
485,NULL,MN,MN,45.14202764,-93.73892051,6.095702648,NA,39.86029661,NULL,NULL,bathymetry,NULL
486,NULL,MN,MN,48.08195985,-90.49460603,25,NA,47.82700736,MN_MPCA_CHEM,NULL,LAGOSNE,NULL
487,NULL,MI,MI,43.44243479,-85.2691954,4.571776897,NA,127.7752723,NULL,NULL,bathymetry,NULL
489,NULL,MN,MN,45.96496727,-94.14981936,9.143553734,NA,74.40790254,NULL,NULL,bathymetry,NULL
490,NULL,WI,WI,45.05689408,-92.6454355,10.668,NA,149.6853797,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
491,NULL,MN,MN,44.27744755,-93.81808979,7.314458847,NA,154.900956,NULL,NULL,bathymetry,NULL
492,NULL,MI,MI,41.90709785,-85.79973409,7.619628162,NA,15.47128824,NULL,NULL,bathymetry,NULL
493,NULL,MN,MN,46.28940129,-95.55238259,26.47170067,NA,794.5983687,NULL,NULL,bathymetry,NULL
494,NULL,OH,OH,40.3327038,-81.17085971,4.76,NA,864.6808439,OH_ODW_CHEM,NULL,LAGOSNE,NULL
495,NULL,WI,WI,45.9957513,-89.70246464,3.048,NA,15.71011074,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
496,NULL,OH,OH,40.18814798,-83.96545226,4.08,NA,156.616708,OH_ODW_CHEM,NULL,LAGOSNE,NULL
497,NULL,MA,MA,42.194953,-73.45222404,4.1,NA,23.72422509,MA_DEP_CHEM,NULL,LAGOSNE,NULL
498,NULL,NJ,NJ,39.59110823,-74.866062,1.5,NA,7.855397159,NJ_DEP_CHEM,NULL,LAGOSNE,NULL
499,NULL,NJ,NJ,40.91117597,-74.4729382,4.1,NA,37.62643842,NJ_DEP_CHEM,NULL,LAGOSNE,NULL
500,NULL,NJ,NJ,40.90548307,-74.79546793,2.4,NA,22.43848162,NJ_DEP_CHEM,NULL,LAGOSNE,NULL
501,NULL,MI,MI,45.04768622,-84.78600015,6.09570253,NA,42.76102493,NULL,NULL,bathymetry,NULL
502,NULL,IN,IN,39.10851448,-86.04687846,7,3,10.29679521,IN_CLP_DEPTHS,NULL,LAGOSNE,LAGOSNE
503,NULL,MN,MN,48.08132778,-92.78989984,2.4,NA,373.4537972,MN_MPCA_CHEM,NULL,LAGOSNE,NULL
504,NULL,MI,MI,45.12965209,-83.97469169,24.38281012,NA,113.1376764,NULL,NULL,bathymetry,NULL
505,NULL,IN,IN,38.06334189,-86.661732,6.1,4.6,15.55626463,IN_CLP_DEPTHS,NULL,LAGOSNE,LAGOSNE
506,NULL,WI,WI,43.41558336,-91.19548016,3.048,NA,6.29440378,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
507,NULL,MN,MN,44.36808287,-93.64109413,20.36104202,7,104.9305982,NULL,NULL,bathymetry,LAGOSNE
508,NULL,WI,WI,45.94958712,-89.64771329,3.3528,NA,8.4033256,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
509,NULL,MA,MA,42.25014912,-71.20028687,2.3,NA,10.84236973,MA_DEP_CHEM,NULL,LAGOSNE,NULL
510,NULL,WI,WI,43.80690939,-87.95755268,11.2776,NA,9.128996205,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
511,NULL,WI,WI,43.08544285,-88.42890957,16.1544,NA,53.1201923,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
512,NULL,ME,ME,44.37020412,-68.27494381,2.1336,0.9144,12.77251668,ME_DEP_CHEM,NULL,LAGOSNE,LAGOSNE
513,NULL,WI,WI,45.21449938,-90.53277268,9.7536,NA,11.83600481,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
514,NULL,MN,MN,46.99367349,-92.13127054,15,NA,84.66743671,NULL,NULL,LAGOSNE,NULL
515,NULL,MN,MN,45.50575004,-93.33067616,2.576348066,NA,103.6995129,NULL,NULL,bathymetry,NULL
517,NULL,VT,VT,44.04200047,-72.60505321,9.7536,NA,9.965469498,VT_DWQ_NUTRIENT,NULL,LAGOSNE,NULL
519,NULL,MN,MN,45.91431532,-93.41130058,5.18132925,NA,276.3483351,NULL,NULL,bathymetry,NULL
520,NULL,IN,IN,41.55098932,-85.28634171,16.8,5.5,27.85266572,IN_CLP_DEPTHS,NULL,LAGOSNE,LAGOSNE
521,NULL,IN,IN,41.35134038,-85.67456262,14.6,10.7,4.979822791,IN_CLP_DEPTHS,NULL,LAGOSNE,LAGOSNE
522,NULL,NJ,NJ,40.26510152,-74.52063886,2.7,NA,7.084484569,NJ_DEP_CHEM,NULL,LAGOSNE,NULL
523,NULL,WI,WI,42.72683945,-88.68238315,10.668,NA,57.27673497,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
524,NULL,MN,MN,44.30954973,-93.91863343,11.27703094,NA,99.32747049,NULL,NULL,bathymetry,NULL
525,NULL,MN,MN,47.85294405,-90.65881916,2.70849514,NA,105.1191165,NULL,NULL,bathymetry,NULL
527,NULL,MN,MN,48.30735401,-92.72556833,5.5,NA,190.1387372,MN_MPCA_CHEM,NULL,LAGOSNE,NULL
528,NULL,MI,MI,41.71101779,-84.65101159,15.5448,NA,106.0223796,Kendra Cheruvelil-undocumented,NULL,LAGOSNE,NULL
529,NULL,IN,IN,41.53335699,-87.05215324,6.1,2.7,4.231002519,IN_CLP_DEPTHS,NULL,LAGOSNE,LAGOSNE
530,NULL,WI,WI,46.15477393,-89.76971084,18.5928,NA,334.9780811,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
531,NULL,MN,MN,45.21900086,-92.86692854,15.23925591,NA,676.2589453,NULL,NULL,bathymetry,NULL
532,NULL,MN,MN,46.64581774,-93.36603916,9.8,NA,31.9476107,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
533,NULL,MN,MN,44.69964925,-93.48164507,11.27487278,NA,237.6788841,NULL,NULL,bathymetry,NULL
534,NULL,MN,MN,47.9743763,-90.68696367,14,NA,31.9711249,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
535,NULL,WI,WI,45.29851106,-89.20490778,6.7056,NA,28.12710088,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
536,NULL,MI,MI,44.36975178,-84.44089924,7.62,NA,978.0022354,MI_DEQ_HIST_LWQS,NULL,LAGOSNE,NULL
537,NULL,MN,MN,45.64800438,-95.45094344,10.19073772,NA,206.7181722,NULL,NULL,bathymetry,NULL
538,NULL,WI,WI,45.58146772,-89.40815796,8.5344,NA,23.28786471,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
539,NULL,MN,MN,44.89144473,-94.38141931,1.828618765,NA,32.46723413,NULL,NULL,bathymetry,NULL
540,NULL,MN,MN,44.91068211,-93.43211185,10.4,NA,31.9531991,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
541,NULL,MI,MI,44.82219149,-84.47596019,27.43066138,NA,42.58897196,NULL,NULL,bathymetry,NULL
542,NULL,MN,MN,46.29014169,-95.68422296,32.91679382,NA,2231.843113,NULL,NULL,bathymetry,NULL
543,NULL,OH,OH,40.53626574,-81.26090774,10.09,NA,613.0539251,OH_ODW_CHEM,NULL,LAGOSNE,NULL
544,NULL,MN,MN,46.0234163,-95.88325386,6.966525555,NA,718.0591207,NULL,NULL,bathymetry,NULL
545,NULL,IN,IN,41.68637923,-85.60723399,4,2.1,82.40470097,IN_CLP_DEPTHS,NULL,LAGOSNE,LAGOSNE
546,NULL,MN,MN,46.12196734,-93.00753414,46.63120651,NA,212.350445,NULL,NULL,bathymetry,NULL
547,NULL,MI,MI,46.26699772,-87.57350726,9.143553795,NA,36.48114306,NULL,NULL,bathymetry,NULL
548,NULL,MI,MI,44.74065668,-85.86084768,9.143553795,NA,15.72410934,NULL,NULL,bathymetry,NULL
549,NULL,MN,MN,43.78909052,-95.49237962,2.079,NA,189.8006064,NULL,NULL,LAGOSNE,NULL
550,NULL,WI,WI,45.38548612,-89.0595732,6.4008,NA,10.0940883,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
551,NULL,MN,MN,46.47783911,-92.69461776,25.59366608,NA,163.0065306,NULL,NULL,bathymetry,NULL
552,NULL,MN,MN,45.26942675,-92.94599305,11.25902176,NA,914.1622804,NULL,NULL,bathymetry,NULL
553,NULL,MN,MN,46.03671811,-92.51699257,7.3,NA,6.13536784,MN_MPCA_CHEM,NULL,LAGOSNE,NULL
554,Crooked Lake,IN,IN,41.67334117,-85.05935703,25.9,NA,324.0596159,NLA2007,https://usa.fishermap.org/depth-map/crooked-lake-steuben-in/,LAGOSNE_Q500,NULL
555,NULL,MN,MN,47.87177634,-90.18881296,1.5,NA,6.263506962,MN_MPCA_CHEM,NULL,LAGOSNE,NULL
556,NULL,MN,MN,46.73422436,-93.21192606,11.3,NA,5.491755,MN_MPCA_CHEM,NULL,LAGOSNE,NULL
557,NULL,MN,MN,45.8131072,-94.6368171,26.65200233,11.7,95.73923289,NULL,NULL,bathymetry,LAGOSNE
558,NULL,MN,MN,47.07256032,-91.96128897,5.8,NA,28.87109426,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
559,NULL,MN,MN,44.69254907,-94.20923508,2.1,NA,223.2981086,MN_MPCA_CHEM,NULL,LAGOSNE,NULL
560,NULL,MN,MN,47.64140714,-91.13687347,13.1064,NA,15.38649917,MN_MPCA_CHEM,NULL,LAGOSNE,NULL
562,NULL,MN,MN,47.71494993,-90.66973757,8.391713142,NA,290.6927205,NULL,NULL,bathymetry,NULL
564,NULL,WI,WI,46.13790307,-90.94200764,6.7056,NA,86.5563641,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
565,NULL,MN,MN,47.55690705,-93.50837962,12.80078506,NA,76.74749502,NULL,NULL,bathymetry,NULL
566,NULL,WI,WI,45.95965097,-89.61974755,14.6304,NA,19.57148356,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
567,NULL,MN,MN,46.55213293,-94.26582534,14.01953316,NA,158.149828,NULL,NULL,bathymetry,NULL
568,NULL,MN,MN,48.14043359,-91.08004058,30.5,NA,118.4397015,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
569,NULL,WI,WI,46.37521467,-91.53031321,2.1336,NA,9.932669752,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
570,NULL,WI,WI,45.70616192,-89.32994064,5.1816,NA,20.92029004,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
571,NULL,MN,MN,47.16653736,-93.73653786,2.7,NA,132.1284508,MN_MPCA_CHEM,NULL,LAGOSNE,NULL
572,NULL,IN,IN,41.57214471,-85.01140099,7.9,NA,20.58355215,IN_chemistry,NULL,LAGOSNE,NULL
573,NULL,MN,MN,48.04678811,-90.50897003,22.24910927,NA,300.5499336,NULL,NULL,bathymetry,NULL
574,NULL,MN,MN,43.63811249,-93.34269667,1.801132679,NA,1075.534913,NULL,NULL,bathymetry,NULL
575,NULL,MI,MI,46.16571523,-85.7726584,7.619628162,NA,1675.409073,NULL,NULL,bathymetry,NULL
576,NULL,IN,IN,41.57741607,-85.66376828,9.8,3,14.03410041,IN_CLP_DEPTHS,NULL,LAGOSNE,LAGOSNE
577,NULL,MI,MI,42.58643587,-83.36508548,33.52636391,NA,349.9722903,NULL,NULL,bathymetry,NULL
578,NULL,MN,MN,47.84042774,-90.75205661,5.2,NA,50.66129614,MN_MPCA_CHEM,NULL,LAGOSNE,NULL
580,NULL,WI,WI,46.06897251,-89.34574854,6.4008,NA,14.80909251,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
581,NULL,WI,WI,45.58912016,-89.17415118,2.1336,NA,51.42167985,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
584,NULL,MN,MN,46.47548499,-95.76062439,19.8,NA,3020.31575,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
585,NULL,NJ,NJ,41.06922196,-74.2740818,6.3,NA,15.85835426,NJ_DEP_CHEM,NULL,LAGOSNE,NULL
586,NULL,WI,WI,44.00373703,-89.42895534,13.716,NA,14.05813163,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
587,NULL,MN,MN,48.39686863,-92.52282197,28.95456314,NA,104.0586497,NULL,NULL,bathymetry,NULL
588,NULL,MN,MN,44.36220509,-96.09639629,2.133494377,1.47,217.0086033,NULL,NULL,bathymetry,LAGOSNE
589,NULL,MN,MN,46.64195747,-93.35589137,9.8,NA,17.19524349,MN_MPCA_CHEM,NULL,LAGOSNE,NULL
590,NULL,MN,MN,46.73540904,-93.62171937,11.24277306,NA,242.0477237,NULL,NULL,bathymetry,NULL
591,NULL,MN,MN,46.62514408,-93.54467842,11.3,NA,57.09481182,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
592,NULL,WI,WI,45.67639428,-88.55922076,3.9,NA,9.447953118,WI_WERL,NULL,LAGOSNE,NULL
593,NULL,IN,IN,41.52801561,-87.04607453,11,3,3.124487611,IN_CLP_DEPTHS,NULL,LAGOSNE,LAGOSNE
594,NULL,MN,MN,45.3765547,-93.66884553,5.486065388,NA,61.53557066,NULL,NULL,bathymetry,NULL
595,NULL,IN,IN,38.68969519,-86.15126917,8.5,4.6,81.83591837,IN_CLP_DEPTHS,NULL,LAGOSNE,LAGOSNE
596,NULL,MN,MN,47.95640634,-91.79028332,13.70229149,NA,186.180621,NULL,NULL,bathymetry,NULL
597,NULL,MI,MI,42.49146661,-85.53530458,10.3632,NA,248.0023495,MI_DEQ_HIST_LWQS,NULL,LAGOSNE,NULL
598,NULL,MN,MN,46.44631823,-94.35106703,23,NA,4007.537143,MN_MPCA_CHEM_1999_2012,NULL,LAGOSNE,NULL
599,NULL,NJ,NJ,39.74849257,-75.45790824,6.9,NA,52.04746483,NJ_DEP_CHEM,NULL,LAGOSNE,NULL
600,NULL,WI,WI,45.78357454,-91.77116981,15.24,NA,11.6742124,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
602,NULL,MI,MI,44.8600883,-85.72040147,18.28710759,NA,3486.426754,NULL,NULL,bathymetry,NULL
603,NULL,IN,IN,41.29197266,-85.7218663,7.9,4,30.63319213,IN_CLP_DEPTHS,NULL,LAGOSNE,LAGOSNE
605,NULL,IN,IN,41.26107442,-85.55315115,11.9,7.6,18.71349587,IN_CLP_DEPTHS,NULL,LAGOSNE,LAGOSNE
606,NULL,MN,MN,48.20306973,-92.38418734,9.1,NA,5.079328176,MN_MPCA_CHEM,NULL,LAGOSNE,NULL
607,NULL,IN,IN,40.89291736,-85.46883508,16.5,NA,17.12798176,IN_CLP_DEPTHS,NULL,LAGOSNE,NULL
608,NULL,MI,MI,42.42402762,-85.84988234,13.4112,NA,85.45586008,MI_DEQ_HIST_LWQS,NULL,LAGOSNE,NULL
609,NULL,MN,MN,47.87027911,-90.1726659,23.45845032,NA,104.4981166,NULL,NULL,bathymetry,NULL
610,NULL,MN,MN,45.02686031,-92.98797661,5.453514576,NA,28.32896194,NULL,NULL,bathymetry,NULL
611,NULL,IN,IN,41.53783963,-85.41299613,10.1,2.8,67.59430256,IN_CLP_DEPTHS,NULL,LAGOSNE,LAGOSNE
612,NULL,WI,WI,45.78971929,-91.5177434,14.6304,NA,326.0891809,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
613,NULL,MI,MI,42.2876837,-85.21117131,18.28710759,NA,143.7914676,NULL,NULL,bathymetry,NULL
614,NULL,MN,MN,46.68393891,-93.90266353,11.26998043,NA,95.48537027,NULL,NULL,bathymetry,NULL
615,NULL,MI,MI,46.27836945,-88.00887547,28.95458702,NA,83.23151214,NULL,NULL,bathymetry,NULL
616,NULL,WI,WI,46.19913777,-89.56796154,8.2296,NA,89.60054024,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
617,NULL,MI,MI,45.52870121,-84.3929645,18.28710759,NA,153.46807,NULL,NULL,bathymetry,NULL
618,NULL,WI,WI,45.9116965,-88.98880579,12.8016,NA,504.7173072,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
619,NULL,IN,IN,41.61166443,-85.33752906,15.2,7.3,26.6899946,IN_CLP_DEPTHS,NULL,LAGOSNE,LAGOSNE
620,NULL,WI,WI,45.21425046,-92.57199679,8.5344,NA,453.3009204,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
621,NULL,MI,MI,46.06495107,-88.44455693,21.33495885,NA,170.7991749,NULL,NULL,bathymetry,NULL
622,NULL,MI,MI,41.89613906,-84.79273362,18.28710759,NA,60.81443244,NULL,NULL,bathymetry,NULL
623,NULL,WI,WI,45.70948362,-87.87349718,11.2776,NA,23.47020214,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
624,NULL,MN,MN,46.97740306,-92.14492238,11.3,NA,32.0983197,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
627,NULL,MI,MI,43.62480349,-86.05144722,21.33495885,NA,104.6038669,NULL,NULL,bathymetry,NULL
628,NULL,MI,MI,43.62011049,-85.28565881,15.24,NA,89.60755927,MI_DEQ_HIST_LWQS,NULL,LAGOSNE,NULL
629,NULL,WI,WI,44.16920773,-89.21051516,15.8496,NA,20.40635437,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
630,NULL,WI,WI,45.31486536,-88.87883779,3.3528,NA,23.36213238,WI_DNR_NUTRIENT,NULL,LAGOSNE,NULL
631,NULL,MI,MI,42.56803657,-83.52208415,11.8872,NA,50.94436457,MI_DEQ_HIST_LWQS,NULL,LAGOSNE,NULL
632,NULL,MN,MN,48.04528305,-90.29143859,21.33495903,NA,206.162223,NULL,NULL,bathymetry,NULL
634,NULL,MN,MN,46.85262436,-94.47766416,15.54397392,NA,104.3413131,NULL,NULL,bathymetry,NULL
